artist,year,words,syllables,sentiment,ttr
Swift,2006,1529,375,2.95,0.436363636
Swift,2006,1769,440,1.9,0.37398374
Swift,2006,1179,307,0.65,0.434262948
Swift,2006,990,263,4,0.401913876
Swift,2006,1167,290,1.65,0.308370044
Swift,2007,1528,384,2.15,0.301829268
Swift,2007,999,247,3.2,0.602150538
Swift,2007,887,237,2.65,0.519774011
Swift,2007,555,138,13.6,0.555555556
Swift,2007,1606,380,4.2,0.393333333
Swift,2007,500,118,3,0.397959184
Swift,2008,1794,448,3.75,0.319480519
Swift,2008,1535,388,2.15,0.24600639
Swift,2008,2043,511,2.25,0.288782816
Swift,2008,1071,255,0.15,0.34939759
Swift,2008,1372,341,4.2,0.401459854
Swift,2008,1789,449,-6.45,0.394101877
Swift,2008,1483,357,5.25,0.366242038
Swift,2008,1966,470,7.1,0.428211587
Swift,2008,1756,NA,1.55,0.386243386
Swift,2008,1637,NA,4.65,0.396501458
Swift,2008,1464,364,0.55,0.428571429
Swift,2008,1951,471,6.05,0.368686869
Swift,2008,1531,398,0.2,0.337349398
Swift,2008,1609,390,-0.55,0.31884058
Swift,2008,1323,336,1.55,0.379432624
Swift,2008,1674,417,1.25,0.354545455
Swift,2008,1990,495,2.25,0.298765432
Swift,2008,1587,394,8.2,0.488372093
Swift,2008,1392,340,1.05,0.430604982
Swift,2010,1971,510,-0.5,0.354460094
Swift,2010,1717,418,3.25,0.371757925
Swift,2010,2058,511,3.5,0.343529412
Swift,2010,1973,484,5.2,0.340909091
Swift,2010,1807,417,-5.95,0.446753247
Swift,2010,1883,491,-6.2,0.331670823
Swift,2010,2121,536,-3.95,0.351111111
Swift,2010,2134,541,3.9,0.350114416
Swift,2010,1895,480,2.95,0.375342466
Swift,2010,2457,598,-1.75,0.332657201
Swift,2010,1568,382,2.5,0.406451613
Swift,2010,1560,378,-2.8,0.323987539
Swift,2010,1885,460,2.8,0.366834171
Swift,2010,2186,515,-1.9,0.365079365
Swift,2010,1543,350,-0.05,0.449324324
Swift,2010,2081,501,0.65,0.318181818
Swift,2010,1775,459,3.55,0.338666667
Swift,2012,1191,300,0.85,0.430278884
Swift,2012,1559,394,4.5,0.45862069
Swift,2012,1353,331,0.4,0.361313869
Swift,2012,2671,678,-5.1,0.301587302
Swift,2012,2230,563,-1.2,0.433189655
Swift,2012,1986,490,2.75,0.256997455
Swift,2012,1238,329,-1.4,0.336956522
Swift,2012,1776,475,-0.05,0.31043956
Swift,2012,1567,379,0.95,0.3556231
Swift,2012,1478,374,-0.4,0.314285714
Swift,2012,1391,341,5.2,0.417508418
Swift,2012,974,NA,1.75,0.52173913
Swift,2012,1631,395,8.05,0.357541899
Swift,2012,2316,588,4.85,0.270152505
Swift,2012,1759,409,0.85,0.319148936
Swift,2012,1588,398,1.35,0.37797619
Swift,2012,1683,406,2.5,0.401759531
Swift,2012,1471,354,3.6,0.366559486
Swift,2012,2025,533,1.7,0.256038647
Swift,2014,1793,439,3.2,0.274052478
Swift,2014,2384,580,-3,0.363636364
Swift,2014,1752,420,0.65,0.329758713
Swift,2014,1255,321,1.95,0.412451362
Swift,2014,1860,462,1.85,0.191780822
Swift,2014,2702,649,-1.9,0.18974359
Swift,2014,2354,590,0.6,0.196296296
Swift,2014,2196,526,-1.25,0.235051546
Swift,2014,1683,430,2.55,0.335276968
Swift,2014,1493,372,-4.15,0.275541796
Swift,2014,1385,319,-1.1,0.331081081
Swift,2014,1379,320,-0.25,0.378006873
Swift,2014,1460,360,-3.1,0.372413793
Swift,2014,1992,502,1,0.333333333
Swift,2014,1692,390,-0.1,0.351800554
Swift,2014,2018,518,-0.2,0.307875895
